#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2019-02-05 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	 metar 
ELP	2016-04-15 20:51	KELP 152051Z 24025G34KT 6SM BLDU FEW001 SCT250 29/M08 A2965 RMK AO2 PK WND 24037/2029 SLP965 DU FEW001 BLDU S-SW-W MTNS PTLY OBSCD W-NW T02941083 57033
ELP	2016-04-15 21:51	KELP 152151Z 24022G33KT 6SM BLDU SCT001 SCT300 29/M10 A2963 RMK AO2 PK WND 25039/2102 SLP956 DU SCT001 BLDU S-SW-W MTNS PTLY OBSCD SW-W-NW T02941100
ELP	2016-04-15 22:51	KELP 152251Z 25027G36KT 6SM BLDU SCT001 SCT300 29/M10 A2961 RMK AO2 PK WND 25039/2228 SLP953 DU SCT001 BLDU S-SW-W MTNS PTLY OBSCD SW-W-NW T02891100
ELP	2016-04-15 23:51	KELP 152351Z 23017G33KT 6SM BLDU SCT001 SCT300 27/M08 A2961 RMK AO2 PK WND 24035/2256 SLP958 DU SCT001 BLDU S-SW-W MTNS OBSCD SW-W-NW T02721078 10300 20256 56011
ELP	2016-04-16 00:51	KELP 160051Z 25021G30KT 6SM BLDU SCT001 BKN300 27/M07 A2960 RMK AO2 PK WND 24033/0014 SLP956 DU SCT001 BLDU SW-W-NW MTNS PTLY OBSCD SW-W-NW T02671072
ELP	2016-04-16 01:51	KELP 160151Z 22015G28KT 6SM BLDU FEW001 FEW300 25/M06 A2962 RMK AO2 PK WND 25033/0121 SLP961 DU FEW001 BLDU SW-W-NW MTNS PTLY OBSCD W-NW T02501061
ELP	2016-04-16 02:51	KELP 160251Z 24021G28KT 10SM FEW001 FEW300 24/M05 A2963 RMK AO2 PK WND 24030/0230 SLP965 DU FEW001 MTNS PTLY OBSCD W-NW T02441050 53006
ELP	2016-04-16 03:51	KELP 160351Z 25024G29KT 10SM FEW001 SCT300 23/M06 A2966 RMK AO2 PK WND 25031/0338 SLP975 DU FEW001 OCNL BLDU SW-W MTNS PTLY OBSCD W-NW T02331061
ELP	2016-04-16 04:51	KELP 160451Z 24024G31KT 6SM BLDU FEW001 SCT300 23/M03 A2966 RMK AO2 PK WND 25033/0422 SLP974 DU FEW001 BLDU SW-W-NW MTNS PTLY OBSCD W-NW T02281033
ELP	2016-04-16 05:51	KELP 160551Z 24021G28KT 6SM BLDU FEW001 SCT300 22/M01 A2967 RMK AO2 PK WND 25033/0500 SLP976 DU FEW001 BLDU S-SW-W MTNS PTLY OBSCD W-NW T02171011 10272 20211 51012
ELP	2016-04-16 06:51	KELP 160651Z 24016G24KT 6SM BLDU FEW001 SCT300 21/00 A2968 RMK AO2 PK WND 23028/0610 SLP982 DU FEW001 BLDU ALQDS MT PTLY OBSCD SW-NW T02060000 403000189 $
ELP	2016-04-16 07:34	KELP 160734Z 26025G34KT 6SM BLDU FEW001 SCT090 SCT300 20/M04 A2969 RMK AO2 PK WND 25034/0734 DU FEW001 BLDU ALQDS MT PTLY OBSCD SW-NW T02001039 $
ELP	2016-04-16 07:51	KELP 160751Z 29018G34KT 6SM BLDU FEW001 SCT090 SCT300 19/M04 A2970 RMK AO2 PK WND 26035/0739 SLP987 DU FEW001 BLDU ALQDS MT PTLY OBSCD SW-NW T01891039 $
ELP	2016-04-16 08:51	KELP 160851Z 31012KT 10SM FEW085 SCT300 16/M08 A2971 RMK AO2 PK WND 30027/0800 SLP994 OCNL BLDU ALQDS OCNL MT PTLY OBSCD SW-NW T01611083 51013 $
ELP	2016-04-16 09:51	KELP 160951Z 29015G19KT 10SM FEW085 SCT300 15/M11 A2973 RMK AO2 SLP002 T01501106 $
ELP	2016-04-16 10:51	KELP 161051Z 30020G29KT 10SM FEW100 SCT300 14/M13 A2974 RMK AO2 PK WND 30029/1051 SLP009 OCNL BLDU ALQDS T01441128 $
ELP	2016-04-16 11:51	KELP 161151Z 29016KT 10SM SCT100 SCT300 13/M12 A2977 RMK AO2 PK WND 31028/1108 SLP020 OCNL BLDU ALQDS T01331122 10217 20133 53017 $
ELP	2016-04-16 12:51	KELP 161251Z 28015G25KT 10SM FEW100 FEW200 SCT300 13/M12 A2979 RMK AO2 PK WND 29027/1154 SLP029 OCNL BLDU ALQDS T01331117 $
ELP	2016-04-16 13:51	KELP 161351Z 27013G21KT 10SM BKN090 BKN200 13/M12 A2982 RMK AO2 SLP040 T01331117 $
ELP	2016-04-16 14:51	KELP 161451Z 29010G21KT 10SM SCT090 14/M12 A2983 RMK AO2 SLP044 T01441117 51018 $
ELP	2016-04-16 15:51	KELP 161551Z 25014G23KT 10SM FEW090 15/M11 A2984 RMK AO2 SLP048 T01501106 $
ELP	2016-04-16 16:51	KELP 161651Z 24016G29KT 10SM FEW100 16/M09 A2985 RMK AO2 PK WND 25029/1643 SLP053 T01611094 $
ELP	2016-04-16 17:51	KELP 161751Z 26021G28KT 10SM FEW100 18/M09 A2986 RMK AO2 PK WND 24029/1702 SLP053 T01781094 10178 20133 51009 $
ELP	2016-04-16 18:51	KELP 161851Z 27019G34KT 10SM FEW110 18/M08 A2985 RMK AO2 PK WND 25034/1843 SLP052 T01781083 $
ELP	2016-04-16 19:51	KELP 161951Z 25019G25KT 10SM FEW110 19/M07 A2985 RMK AO2 PK WND 24035/1922 SLP051 T01941067 $
ELP	2016-04-16 20:51	KELP 162051Z 27020G30KT 10SM FEW110 20/M07 A2985 RMK AO2 PK WND 25033/2033 SLP053 T02001072 56004 $
ELP	2016-04-16 21:51	KELP 162151Z 25013G20KT 10SM FEW110 21/M07 A2984 RMK AO2 PK WND 28031/2113 SLP051 T02061067 $
ELP	2016-04-16 22:51	KELP 162251Z 27015G27KT 10SM FEW110 21/M07 A2984 RMK AO2 PK WND 27027/2248 SLP054 T02111072 $
ELP	2016-04-16 23:51	KELP 162351Z 27016G25KT 10SM FEW110 21/M07 A2985 RMK AO2 PK WND 27029/2313 SLP058 T02111072 10217 20172 53001 $
ELP	2016-04-17 00:51	KELP 170051Z 30016G20KT 10SM FEW100 19/M06 A2987 RMK AO2 SLP067 T01941056 $
ELP	2016-04-17 01:51	KELP 170151Z 31016G28KT 10SM FEW100 18/M06 A2989 RMK AO2 PK WND 29028/0145 SLP077 T01781056 $
ELP	2016-04-17 02:51	KELP 170251Z 32018G29KT 10SM CLR 17/M06 A2992 RMK AO2 PK WND 32029/0244 SLP085 T01721056 53022 $
ELP	2016-04-17 03:51	KELP 170351Z 32016G21KT 10SM CLR 16/M06 A2994 RMK AO2 SLP094 T01611056 $
ELP	2016-04-17 04:51	KELP 170451Z 33013KT 10SM CLR 16/M04 A2995 RMK AO2 SLP094 T01561044 $
ELP	2016-04-17 05:51	KELP 170551Z 36010KT 10SM CLR 14/M03 A2994 RMK AO2 SLP092 T01391033 10211 20139 50006 $
ELP	2016-04-17 06:51	KELP 170651Z 03007KT 010V080 10SM CLR 14/M03 A2995 RMK AO2 SLP096 T01391033 402170133 $
ELP	2016-04-17 07:51	KELP 170751Z 13006KT 10SM CLR 09/M03 A2996 RMK AO2 SLP104 T00941033 $
ELP	2016-04-17 08:51	KELP 170851Z 14006KT 10SM CLR 10/M03 A2996 RMK AO2 SLP103 T01001028 51007 $
ELP	2016-04-17 09:51	KELP 170951Z 09007KT 10SM CLR 09/M03 A2998 RMK AO2 SLP107 T00891033 $
ELP	2016-04-17 10:51	KELP 171051Z 35003KT 10SM CLR 08/M03 A2999 RMK AO2 SLP114 T00781033 $
ELP	2016-04-17 11:51	KELP 171151Z 00000KT 10SM CLR 07/M04 A3001 RMK AO2 SLP121 T00671044 10139 20067 53012 $
ELP	2016-04-17 12:51	KELP 171251Z 02006KT 10SM FEW200 07/M05 A3002 RMK AO2 SLP128 T00721050 $
ELP	2016-04-17 13:51	KELP 171351Z 34005KT 10SM CLR 08/M04 A3004 RMK AO2 SLP136 T00831039 $
ELP	2016-04-17 14:51	KELP 171451Z 00000KT 10SM FEW110 12/M04 A3005 RMK AO2 SLP135 T01171044 51014 $
ELP	2016-04-17 15:51	KELP 171551Z 00000KT 10SM FEW110 13/M04 A3006 RMK AO2 SLP135 T01331039 $
ELP	2016-04-17 16:51	KELP 171651Z 19004KT 10SM FEW100 16/M03 A3005 RMK AO2 SLP132 T01561033 $
ELP	2016-04-17 17:51	KELP 171751Z VRB03KT 10SM FEW100 18/M03 A3004 RMK AO2 SLP126 T01781033 10178 20050 58004 $
ELP	2016-04-17 18:51	KELP 171851Z 00000KT 10SM FEW100 21/M04 A3001 RMK AO2 SLP114 T02061044 $
ELP	2016-04-17 19:51	KELP 171951Z 00000KT 10SM FEW120 21/M06 A3000 RMK AO2 SLP113 T02111056 $
ELP	2016-04-17 20:51	KELP 172051Z 25017G20KT 10SM FEW100 22/M09 A2999 RMK AO2 PK WND 27032/1953 SLP109 T02221089 56014 $
ELP	2016-04-17 21:02	KELP 172102Z 23010G16KT 10SM FEW100 22/M09 A2999 RMK AO2 WSHFT 2042 T02171089 $
ELP	2016-04-17 21:51	KELP 172151Z VRB06G18KT 10SM FEW100 22/M08 A2999 RMK AO2 WSHFT 2042 SLP110 T02171083 $
ELP	2016-04-17 22:51	KELP 172251Z 26013G18KT 10SM FEW100 22/M09 A2998 RMK AO2 SLP109 T02221089 $
ELP	2016-04-17 23:51	KELP 172351Z 28009KT 10SM CLR 22/M09 A2999 RMK AO2 SLP113 T02171089 10228 20178 55001 $
ELP	2016-04-18 00:51	KELP 180051Z 23008KT 10SM FEW100 21/M08 A3000 RMK AO2 SLP116 T02111078 $
ELP	2016-04-18 01:51	KELP 180151Z 32003KT 10SM FEW080 20/M08 A3002 RMK AO2 SLP125 T02001078 $
ELP	2016-04-18 02:51	KELP 180251Z 00000KT 10SM FEW080 19/M07 A3005 RMK AO2 SLP130 T01891072 53018 $
ELP	2016-04-18 03:51	KELP 180351Z 01006KT 10SM FEW080 17/M07 A3007 RMK AO2 SLP139 T01721067 $
ELP	2016-04-18 04:51	KELP 180451Z 03005KT 10SM FEW080 16/M06 A3009 RMK AO2 SLP144 T01561061 $
ELP	2016-04-18 05:51	KELP 180551Z 35008KT 10SM FEW080 14/M06 A3009 RMK AO2 SLP143 T01441056 10217 20144 51013 $
ELP	2016-04-18 06:51	KELP 180651Z 36008KT 10SM CLR 14/M04 A3009 RMK AO2 SLP139 T01441044 402280050 $
ELP	2016-04-18 07:51	KELP 180751Z 35011KT 10SM CLR 13/M04 A3010 RMK AO2 SLP146 T01331039 $
ELP	2016-04-18 08:51	KELP 180851Z 35007KT 10SM CLR 12/M04 A3011 RMK AO2 SLP147 T01221039 53006 $
ELP	2016-04-18 09:51	KELP 180951Z 36007KT 10SM FEW080 13/M03 A3011 RMK AO2 SLP149 T01281028 $
ELP	2016-04-18 10:51	KELP 181051Z 01007KT 10SM FEW080 12/M02 A3011 RMK AO2 SLP148 T01171022 $
ELP	2016-04-18 11:51	KELP 181151Z 36008KT 10SM FEW080 10/M01 A3012 RMK AO2 SLP154 T01001006 10144 20100 53004 $
ELP	2016-04-18 12:51	KELP 181251Z 36008KT 10SM SCT120 11/01 A3013 RMK AO2 SLP159 T01060006 $
ELP	2016-04-18 13:51	KELP 181351Z 36007KT 10SM FEW120 12/02 A3015 RMK AO2 SLP164 T01220017 $
ELP	2016-04-18 14:51	KELP 181451Z 01007KT 10SM FEW120 14/02 A3016 RMK AO2 SLP167 T01440022 51013
ELP	2016-04-18 15:51	KELP 181551Z 11010KT 10SM SCT039 SCT120 17/04 A3016 RMK AO2 SLP166 T01720044
ELP	2016-04-18 16:51	KELP 181651Z 11015G20KT 10SM FEW044 18/04 A3016 RMK AO2 SLP165 T01830044
ELP	2016-04-18 17:51	KELP 181751Z 12009G17KT 10SM FEW046 20/04 A3015 RMK AO2 SLP161 T02000044 10200 20100 58004
ELP	2016-04-18 18:51	KELP 181851Z 08011G18KT 360V140 10SM SCT050 21/05 A3012 RMK AO2 SLP148 T02110050
ELP	2016-04-18 19:51	KELP 181951Z 10013G21KT 10SM SCT065 23/04 A3008 RMK AO2 SLP134 T02280044
ELP	2016-04-18 20:51	KELP 182051Z 11012G17KT 10SM SCT065 23/04 A3006 RMK AO2 SLP129 T02330044 56026
ELP	2016-04-18 21:51	KELP 182151Z 15005KT 10SM BKN075 23/04 A3004 RMK AO2 SLP120 T02280044
ELP	2016-04-18 22:51	KELP 182251Z 00000KT 10SM BKN080 24/04 A3002 RMK AO2 SLP115 T02390039
ELP	2016-04-18 23:51	KELP 182351Z VRB04KT 10SM SCT080 24/03 A3001 RMK AO2 SLP114 T02440033 10256 20194 56015
ELP	2016-04-19 00:51	KELP 190051Z 15005KT 10SM FEW080 23/04 A3002 RMK AO2 SLP116 T02330039
ELP	2016-04-19 01:51	KELP 190151Z 14006KT 10SM FEW080 22/03 A3002 RMK AO2 SLP118 T02220033
ELP	2016-04-19 02:51	KELP 190251Z 11012G20KT 10SM FEW080 20/04 A3003 RMK AO2 SLP121 T02000039 53007
ELP	2016-04-19 03:51	KELP 190351Z 11012KT 10SM CLR 18/04 A3005 RMK AO2 SLP126 T01830039
ELP	2016-04-19 04:51	KELP 190451Z 00000KT 10SM CLR 18/04 A3009 RMK AO2 SLP139 T01830039
ELP	2016-04-19 05:51	KELP 190551Z 13005KT 10SM CLR 16/04 A3008 RMK AO2 SLP136 T01560039 10250 20156 50015
ELP	2016-04-19 06:51	KELP 190651Z 00000KT 10SM CLR 16/04 A3008 RMK AO2 SLP136 T01560039 402560100 $
ELP	2016-04-19 07:51	KELP 190751Z 00000KT 10SM CLR 16/04 A3008 RMK AO2 SLP130 T01610039
ELP	2016-04-19 08:51	KELP 190851Z 36003KT 10SM CLR 14/04 A3007 RMK AO2 SLP129 T01440039
ELP	2016-04-19 09:51	KELP 190951Z 07006KT 10SM CLR 12/03 A3007 RMK AO2 SLP133 T01170028
ELP	2016-04-19 10:51	KELP 191051Z 36008KT 10SM CLR 11/03 A3008 RMK AO2 SLP137 T01110028
ELP	2016-04-19 11:51	KELP 191151Z 35010KT 10SM CLR 12/04 A3009 RMK AO2 SLP138 T01170044 10167 20106 51006
ELP	2016-04-19 12:51	KELP 191251Z 35010KT 10SM CLR 12/06 A3010 RMK AO2 SLP142 T01170056
ELP	2016-04-19 13:51	KELP 191351Z 35010KT 10SM CLR 14/05 A3012 RMK AO2 SLP146 T01390050
ELP	2016-04-19 14:51	KELP 191451Z 01010KT 10SM CLR 16/06 A3012 RMK AO2 SLP149 T01610056 51012
ELP	2016-04-19 15:51	KELP 191551Z 02011KT 10SM FEW065 18/03 A3013 RMK AO2 SLP150 T01830028
ELP	2016-04-19 16:51	KELP 191651Z 02009KT 10SM FEW070 20/02 A3012 RMK AO2 SLP145 T02000022
ELP	2016-04-19 17:51	KELP 191751Z 03005KT 10SM FEW075 21/02 A3011 RMK AO2 SLP141 T02110017 10211 20111 58006
ELP	2016-04-19 18:51	KELP 191851Z 35003KT 10SM FEW080 23/01 A3009 RMK AO2 SLP133 T02280006
ELP	2016-04-19 19:51	KELP 191951Z VRB04KT 10SM FEW090 24/M02 A3005 RMK AO2 SLP120 T02391017
ELP	2016-04-19 20:51	KELP 192051Z 26009G14KT 10SM FEW100 FEW250 25/M02 A3004 RMK AO2 SLP114 T02501022 56021
ELP	2016-04-19 21:51	KELP 192151Z VRB04KT 10SM FEW100 FEW250 25/M03 A3001 RMK AO2 SLP110 T02501033
ELP	2016-04-19 22:51	KELP 192251Z 00000KT 10SM FEW110 SCT250 26/M04 A2999 RMK AO2 SLP102 T02561039
ELP	2016-04-19 23:51	KELP 192351Z 30008KT 10SM FEW250 26/M06 A2998 RMK AO2 SLP099 T02561056 10261 20211 56016
ELP	2016-04-20 00:51	KELP 200051Z 29006KT 10SM SCT250 25/M09 A2998 RMK AO2 SLP099 T02501094
ELP	2016-04-20 01:51	KELP 200151Z 31006KT 10SM BKN250 24/M09 A2999 RMK AO2 SLP101 T02391094
ELP	2016-04-20 02:51	KELP 200251Z 00000KT 10SM BKN250 23/M09 A3001 RMK AO2 SLP105 T02281094 53007
ELP	2016-04-20 03:51	KELP 200351Z 12004KT 10SM BKN250 19/M08 A3002 RMK AO2 SLP112 T01941083
ELP	2016-04-20 04:51	KELP 200451Z 10006KT 10SM BKN250 17/M08 A3003 RMK AO2 SLP115 T01721083
ELP	2016-04-20 05:51	KELP 200551Z 11007KT 10SM BKN250 17/M07 A3002 RMK AO2 SLP111 T01721067 10261 20161 50005
ELP	2016-04-20 06:51	KELP 200651Z 00000KT 10SM FEW110 BKN250 17/M06 A3002 RMK AO2 SLP109 T01671061 402610106
ELP	2016-04-20 07:51	KELP 200751Z 21004KT 10SM FEW120 BKN250 17/M07 A3001 RMK AO2 SLP104 T01671067
ELP	2016-04-20 08:51	KELP 200851Z 16006KT 10SM BKN240 14/M05 A3000 RMK AO2 SLP102 T01441050 58006
ELP	2016-04-20 09:51	KELP 200951Z 00000KT 10SM SCT240 14/M05 A3000 RMK AO2 SLP104 T01391050
ELP	2016-04-20 10:51	KELP 201051Z 19005KT 10SM FEW240 12/M04 A3000 RMK AO2 SLP106 T01221044
ELP	2016-04-20 11:51	KELP 201151Z 36008KT 10SM FEW240 12/M07 A3002 RMK AO2 SLP112 T01171072 10178 20111 53006
ELP	2016-04-20 12:51	KELP 201251Z 02007KT 10SM FEW240 11/M07 A3004 RMK AO2 SLP119 T01111067
ELP	2016-04-20 13:51	KELP 201351Z 01005KT 10SM FEW240 12/M06 A3006 RMK AO2 SLP126 T01221061
ELP	2016-04-20 14:51	KELP 201451Z 17003KT 10SM FEW240 15/M06 A3007 RMK AO2 SLP130 T01501056 51015
ELP	2016-04-20 15:51	KELP 201551Z 17006KT 10SM FEW240 19/M07 A3007 RMK AO2 SLP128 T01941067
ELP	2016-04-20 16:51	KELP 201651Z 16007KT 10SM FEW250 22/M06 A3007 RMK AO2 SLP125 T02221061
ELP	2016-04-20 17:51	KELP 201751Z 21008KT 10SM FEW250 26/M06 A3006 RMK AO2 SLP119 T02561061 10256 20106 58003
ELP	2016-04-20 18:51	KELP 201851Z 22008G15KT 10SM FEW250 27/M07 A3003 RMK AO2 SLP108 T02671072
ELP	2016-04-20 19:51	KELP 201951Z 29012G20KT 10SM FEW120 SCT250 28/M10 A3001 RMK AO2 SLP097 T02781100
ELP	2016-04-20 20:51	KELP 202051Z 25020G26KT 10SM FEW120 FEW250 29/M12 A2998 RMK AO2 PK WND 25026/2049 SLP090 T02891117 56025
ELP	2016-04-20 21:51	KELP 202151Z 27010KT 10SM FEW120 FEW250 29/M11 A2996 RMK AO2 SLP082 T02891111
ELP	2016-04-20 22:51	KELP 202251Z 22008G14KT 180V240 10SM FEW130 FEW250 29/M11 A2993 RMK AO2 SLP076 T02891111
ELP	2016-04-20 23:51	KELP 202351Z 25017G22KT 10SM FEW250 29/M13 A2992 RMK AO2 SLP071 T02941128 10300 20256 56019
ELP	2016-04-21 00:51	KELP 210051Z 29010KT 240V320 10SM FEW250 29/M13 A2992 RMK AO2 SLP072 T02891133
ELP	2016-04-21 01:51	KELP 210151Z 30010KT 10SM FEW250 27/M14 A2992 RMK AO2 SLP074 T02721139
ELP	2016-04-21 02:51	KELP 210251Z 29015KT 10SM FEW250 26/M14 A2995 RMK AO2 SLP082 T02611144 53009
ELP	2016-04-21 03:51	KELP 210351Z 29014G20KT 10SM FEW250 26/M13 A2996 RMK AO2 SLP081 T02561128
ELP	2016-04-21 04:51	KELP 210451Z 29013KT 10SM CLR 25/M12 A2996 RMK AO2 SLP078 T02501117
ELP	2016-04-21 05:51	KELP 210551Z 30013KT 10SM CLR 25/M11 A2996 RMK AO2 SLP071 T02501106 10294 20244 50003
ELP	2016-04-21 06:51	KELP 210651Z 30014KT 10SM CLR 24/M11 A2996 RMK AO2 PK WND 30028/0607 SLP073 T02441111 403000106
ELP	2016-04-21 07:51	KELP 210751Z 30009KT 10SM CLR 23/M11 A2996 RMK AO2 SLP072 T02331106
ELP	2016-04-21 08:51	KELP 210851Z 06009KT 10SM FEW180 21/M11 A2996 RMK AO2 SLP075 T02061106 53002
ELP	2016-04-21 09:51	KELP 210951Z 08005KT 10SM FEW250 15/M10 A2998 RMK AO2 SLP087 T01501100
ELP	2016-04-21 10:51	KELP 211051Z 03005KT 10SM CLR 15/M08 A3000 RMK AO2 SLP095 T01501078
ELP	2016-04-21 11:51	KELP 211151Z 03008KT 10SM FEW180 16/M06 A3002 RMK AO2 SLP100 T01611061 10256 20144 53017
ELP	2016-04-21 12:51	KELP 211251Z 01006KT 10SM FEW230 15/M07 A3004 RMK AO2 SLP110 T01501067
ELP	2016-04-21 13:51	KELP 211351Z 01006KT 10SM FEW230 18/M06 A3006 RMK AO2 SLP115 T01831056
ELP	2016-04-21 14:51	KELP 211451Z 02004KT 10SM CLR 21/M06 A3008 RMK AO2 SLP119 T02061056 51017
ELP	2016-04-21 15:51	KELP 211551Z VRB04KT 10SM FEW250 23/M02 A3008 RMK AO2 SLP116 T02331022
ELP	2016-04-21 16:51	KELP 211651Z 10007KT 10SM FEW095 FEW250 26/M02 A3008 RMK AO2 SLP115 T02611022
ELP	2016-04-21 17:51	KELP 211751Z 15010KT 10SM FEW100 FEW250 27/M02 A3008 RMK AO2 SLP111 T02721022 10278 20144 50000
ELP	2016-04-21 18:51	KELP 211851Z 11008KT 10SM FEW120 FEW250 28/M02 A3006 RMK AO2 SLP104 T02781022
ELP	2016-04-21 19:51	KELP 211951Z 12010KT 100V160 10SM FEW120 FEW250 28/M03 A3004 RMK AO2 SLP097 T02831028
ELP	2016-04-21 20:51	KELP 212051Z VRB03KT 10SM FEW120 SCT250 29/M04 A3002 RMK AO2 SLP092 T02891044 56019
ELP	2016-04-21 21:51	KELP 212151Z 04007KT 10SM FEW130 SCT250 30/M06 A2999 RMK AO2 SLP091 T03001056
ELP	2016-04-21 22:51	KELP 212251Z 12007KT 10SM FEW130 FEW250 29/M07 A2998 RMK AO2 SLP087 T02941067
ELP	2016-04-21 23:51	KELP 212351Z 00000KT 10SM FEW130 FEW250 30/M07 A2997 RMK AO2 SLP084 T03001072 10306 20267 56012
ELP	2016-04-22 00:51	KELP 220051Z 18003KT 10SM FEW100 FEW250 28/M08 A2998 RMK AO2 SLP089 T02831078
ELP	2016-04-22 01:51	KELP 220151Z 00000KT 10SM FEW100 FEW250 26/M07 A2998 RMK AO2 SLP090 T02611072
ELP	2016-04-22 02:51	KELP 220251Z 09004KT 10SM FEW100 FEW250 24/M07 A3000 RMK AO2 SLP095 T02391067 53008
ELP	2016-04-22 03:51	KELP 220351Z 10012KT 10SM FEW250 24/01 A3003 RMK AO2 SLP102 T02390006
ELP	2016-04-22 04:51	KELP 220451Z 11013KT 10SM FEW250 23/02 A3005 RMK AO2 SLP106 T02280017
ELP	2016-04-22 05:51	KELP 220551Z 11007G17KT 10SM FEW250 22/06 A3006 RMK AO2 SLP109 T02170056 10300 20217 51017
ELP	2016-04-22 06:51	KELP 220651Z 12007KT 10SM FEW250 21/08 A3007 RMK AO2 SLP115 T02060083 403060144
ELP	2016-04-22 07:51	KELP 220751Z 10006KT 10SM FEW250 19/08 A3008 RMK AO2 SLP117 T01940083
ELP	2016-04-22 08:51	KELP 220851Z 07007KT 10SM FEW250 18/08 A3007 RMK AO2 SLP114 T01830083 50003
ELP	2016-04-22 09:51	KELP 220951Z 04005KT 10SM FEW250 17/08 A3008 RMK AO2 SLP119 T01720083
ELP	2016-04-22 10:51	KELP 221051Z 03003KT 10SM FEW250 17/08 A3010 RMK AO2 SLP128 T01720083
ELP	2016-04-22 11:51	KELP 221151Z 05008KT 10SM FEW258 16/09 A3011 RMK AO2 SLP131 T01610089 10217 20156 51013
ELP	2016-04-22 12:51	KELP 221251Z 05005KT 10SM FEW110 FEW250 16/09 A3013 RMK AO2 SLP140 T01610094
ELP	2016-04-22 13:51	KELP 221351Z 04006KT 10SM FEW110 SCT250 BKN300 18/10 A3015 RMK AO2 SLP146 T01830100
ELP	2016-04-22 14:51	KELP 221451Z 08007KT 10SM FEW110 SCT250 21/10 A3015 RMK AO2 SLP148 T02060100 51013
ELP	2016-04-22 15:51	KELP 221551Z 10011G17KT 10SM SCT250 23/09 A3015 RMK AO2 SLP144 T02330094
ELP	2016-04-22 16:51	KELP 221651Z 14011G22KT 10SM SCT250 25/08 A3015 RMK AO2 SLP142 T02500078
ELP	2016-04-22 17:51	KELP 221751Z 14015G22KT 10SM FEW070 SCT250 27/06 A3014 RMK AO2 SLP137 T02670061 10272 20156 58004
ELP	2016-04-22 18:51	KELP 221851Z 11017G21KT 10SM FEW070 SCT250 28/06 A3011 RMK AO2 SLP126 CB DSNT NE T02830061
ELP	2016-04-22 19:51	KELP 221951Z 16012G21KT 10SM FEW080 SCT250 29/03 A3007 RMK AO2 SLP114 TCU DSNT S-SW T02940033
ELP	2016-04-22 20:51	KELP 222051Z 09012G20KT 10SM FEW070 SCT170 30/03 A3003 RMK AO2 PK WND 15026/1956 SLP100 T03000028 58032
ELP	2016-04-22 21:51	KELP 222151Z 15009G17KT 10SM FEW070 SCT170 29/02 A3000 RMK AO2 SLP092 CB DSNT S-SW MOV N T02890022
ELP	2016-04-22 22:51	KELP 222251Z 14011KT 10SM FEW070 BKN180 29/02 A2998 RMK AO2 SLP084 CB DSNT SE-S-SW MOV N T02890017
ELP	2016-04-22 23:51	KELP 222351Z 18013G20KT 10SM SCT070 BKN140 OVC230 26/03 A2999 RMK AO2 SLP094 CB DSNT SE-S-SW AND NW MOV NE BLDU S-SW T02560028 10306 20256 55013
ELP	2016-04-23 00:51	KELP 230051Z 21011KT 10SM FEW070 BKN150 OVC230 24/03 A3003 RMK AO2 SLP111 CB DSNT SE-S-SW AND NW MOV NE BLDU S-SW T02440028
ELP	2016-04-23 01:51	KELP 230151Z 20020G27KT 10SM FEW070 BKN150 OVC230 23/04 A3005 RMK AO2 PK WND 24030/0122 SLP117 CB DSNT SE-S AND NW MOV NE BLDU SW MTNS PTLY OBSCD W-NW T02280039
ELP	2016-04-23 02:51	KELP 230251Z 02007KT 10SM FEW060 BKN120 OVC230 23/03 A3004 RMK AO2 PK WND 20030/0152 SLP108 CB DSNT SE MOV NE OCNL BLDU MTNS PTLY OBSCD W-NW T02330033 50015
ELP	2016-04-23 03:51	KELP 230351Z 21007KT 10SM FEW060 BKN120 OVC230 22/04 A3009 RMK AO2 SLP123 CB DSNT SE-S MOV NE T02220044
ELP	2016-04-23 04:25	KELP 230425Z 17019G33KT 6SM BLDU SCT001 SCT060 BKN120 18/10 A3013 RMK AO2 PK WND 17033/0418 WSHFT 0410 SCT001 BLDU T01830100
ELP	2016-04-23 04:51	KELP 230451Z 17014G21KT 10SM FEW060 SCT120 BKN230 18/10 A3014 RMK AO2 PK WND 17033/0418 WSHFT 0410 SLP144 BLDU E-SE-S MTNS PTLY OBSCD W-NW T01830100
ELP	2016-04-23 05:51	KELP 230551Z 14004KT 10SM FEW060 SCT120 BKN230 18/08 A3013 RMK AO2 SLP141 OCNL BLDU SE-S T01780083 10256 20178 50029
ELP	2016-04-23 06:51	KELP 230651Z 07007KT 10SM SCT060 BKN190 17/08 A3012 RMK AO2 SLP136 T01670083 403060156
ELP	2016-04-23 07:51	KELP 230751Z 03004KT 10SM SCT060 BKN190 17/08 A3010 RMK AO2 SLP126 T01670083
ELP	2016-04-23 08:51	KELP 230851Z 03003KT 10SM FEW060 BKN190 16/08 A3008 RMK AO2 SLP119 T01610083 58017
ELP	2016-04-23 09:51	KELP 230951Z 28003KT 10SM BKN120 BKN200 16/09 A3006 RMK AO2 SLP113 T01610089
